30,52,53,54,55,54,53,52,53,54,55,52,53,52,55,54,53,52,55,54
6,62,63,60,61,62,63,60,61,62,63,60,61,61,62,63,60,61,62,29
61,-1,-1,-1,-1,-1,-1,-1,40,41,42,43,-1,-1,-1,-1,-1,-1,-1,63
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,32,33,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,34,35,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0,3,-1,8,9,10,11,-1,0,3,-1,-1,-1,-1,-1
36,32,33,35,-1,8,11,-1,16,17,18,19,-1,8,11,-1,32,34,35,37
30,37,38,39,37,38,36,36,37,38,39,37,38,36,37,38,39,37,36,21
30,44,45,46,47,44,45,46,47,44,45,46,47,46,45,44,45,46,47,47
